geneSymbol,cluster.name,comb.ES,comb.p,comb.padj,comb.ES.rank,comb.positive.freq,sig.N,sig.freq,total.N,ES.max,ES.max.p.adj,TF,kinase,epigenetic regulation,secretory,membrane,enzyme,drug target (FDA),drug target (potential)
CPSF2,CD4.c24(NME1+CCR4+ T),0.18 ,1.18E-10,1.30E-09,1391,18.35%,1,0.08 ,13,0.38 ,3.47E-04,,,,,,,,
PRDX6,CD4.c24(NME1+CCR4+ T),0.18 ,5.59E-05,2.18E-04,1392,48.24%,4,0.31 ,13,0.37 ,1.32E-05,,,,,,TRUE,,
BAG6,CD4.c24(NME1+CCR4+ T),0.18 ,9.29E-12,1.23E-10,1393,32.75%,0,0.00 ,13,0.46 ,5.63E-02,,,,,,,,
GRPEL2,CD4.c24(NME1+CCR4+ T),0.18 ,2.13E-07,1.34E-06,1394,18.30%,1,0.08 ,13,0.35 ,2.62E-01,,,,,,,,
CAST,CD4.c24(NME1+CCR4+ T),0.18 ,1.48E-08,1.15E-07,1395,46.95%,2,0.15 ,13,0.39 ,1.44E-05,,,,,,,,
FGD3,CD4.c24(NME1+CCR4+ T),0.18 ,9.23E-07,5.13E-06,1396,35.37%,2,0.15 ,13,0.49 ,1.22E-06,,,,,,,,
GNAS,CD4.c24(NME1+CCR4+ T),0.18 ,2.07E-12,3.05E-11,1397,50.52%,3,0.23 ,13,0.32 ,4.56E-02,,,,,,,,TRUE
GIMAP7,CD4.c24(NME1+CCR4+ T),0.18 ,1.45E-06,7.70E-06,1398,44.23%,1,0.08 ,13,0.41 ,1.02E-02,,,,,,,,
HS3ST3B1,CD4.c24(NME1+CCR4+ T),0.18 ,4.68E-11,5.55E-10,1399,20.50%,4,0.31 ,13,0.33 ,6.96E-04,,,,,,TRUE,,
CCDC22,CD4.c24(NME1+CCR4+ T),0.18 ,5.46E-05,2.13E-04,1400,16.21%,2,0.15 ,13,0.48 ,1.56E-02,,,,,,,,
NRBP1,CD4.c24(NME1+CCR4+ T),0.18 ,1.35E-06,7.23E-06,1401,42.61%,3,0.23 ,13,0.37 ,1.00E-04,,,,,,TRUE,,
ATOX1,CD4.c24(NME1+CCR4+ T),0.18 ,1.62E-04,5.64E-04,1402,34.80%,3,0.23 ,13,0.52 ,8.53E-09,,,,,,,,
SNRPD3,CD4.c24(NME1+CCR4+ T),0.18 ,1.96E-11,2.46E-10,1403,48.57%,4,0.31 ,13,0.34 ,3.03E-01,,,,,,,,
TRIM16,CD4.c24(NME1+CCR4+ T),0.18 ,8.29E-09,6.76E-08,1404,10.53%,1,0.08 ,13,0.32 ,3.26E-05,,,,,,,,
NUDT22,CD4.c24(NME1+CCR4+ T),0.18 ,2.93E-07,1.81E-06,1405,28.50%,5,0.38 ,13,0.37 ,8.39E-05,,,,,,TRUE,,
GNG2,CD4.c24(NME1+CCR4+ T),0.18 ,3.92E-12,5.52E-11,1406,46.66%,2,0.15 ,13,0.37 ,3.91E-05,,,,,,,,
SNX4,CD4.c24(NME1+CCR4+ T),0.18 ,2.18E-09,1.96E-08,1407,18.59%,3,0.23 ,13,0.38 ,3.00E-04,,,,,,,,
ANKRD13A,CD4.c24(NME1+CCR4+ T),0.18 ,4.10E-06,1.99E-05,1408,21.07%,2,0.15 ,13,0.52 ,2.30E-04,,,,,,,,
SFPQ,CD4.c24(NME1+CCR4+ T),0.18 ,1.94E-14,4.00E-13,1409,47.14%,1,0.08 ,13,0.42 ,1.11E-01,TRUE,,,,,,,
RFX5,CD4.c24(NME1+CCR4+ T),0.18 ,9.54E-07,5.29E-06,1410,20.50%,2,0.15 ,13,0.47 ,1.07E-01,TRUE,,,,,,,
HNRNPLL,CD4.c24(NME1+CCR4+ T),0.18 ,1.42E-06,7.59E-06,1411,43.28%,2,0.15 ,13,0.48 ,3.48E-02,,,,,,,,
DENR,CD4.c24(NME1+CCR4+ T),0.18 ,8.43E-14,1.57E-12,1412,36.65%,2,0.15 ,13,0.38 ,5.16E-05,,,,,,,,
FH,CD4.c24(NME1+CCR4+ T),0.18 ,2.19E-06,1.13E-05,1413,16.97%,2,0.15 ,13,0.40 ,1.58E-06,,,,,,TRUE,,TRUE
XPNPEP2,CD4.c24(NME1+CCR4+ T),0.18 ,2.56E-03,6.69E-03,1414,1.57%,2,0.15 ,13,0.45 ,6.21E-01,,,,,,TRUE,,TRUE
LSM3,CD4.c24(NME1+CCR4+ T),0.18 ,3.40E-12,4.85E-11,1415,41.52%,1,0.08 ,13,0.36 ,3.12E-02,,,,,,,,
RNPEPL1,CD4.c24(NME1+CCR4+ T),0.18 ,2.92E-08,2.16E-07,1416,22.12%,2,0.15 ,13,0.38 ,4.17E-05,,,,,,TRUE,,
TOR1A,CD4.c24(NME1+CCR4+ T),0.18 ,6.73E-09,5.55E-08,1417,25.50%,1,0.08 ,13,0.33 ,5.62E-02,,,,,,,,
CERK,CD4.c24(NME1+CCR4+ T),0.18 ,1.33E-06,7.13E-06,1418,32.17%,2,0.15 ,13,0.45 ,2.92E-02,,TRUE,,,,TRUE,,
MAD2L1,CD4.c24(NME1+CCR4+ T),0.18 ,2.83E-10,2.95E-09,1419,14.44%,2,0.15 ,13,0.36 ,1.80E-06,,,,,,,,
CPSF6,CD4.c24(NME1+CCR4+ T),0.18 ,9.80E-09,7.88E-08,1420,38.37%,2,0.15 ,13,0.50 ,2.77E-02,,,,,,,,
ANKS1B,CD4.c24(NME1+CCR4+ T),0.18 ,7.88E-12,1.06E-10,1421,9.68%,2,0.15 ,13,0.42 ,5.94E-02,,,,,,,,
ABCC1,CD4.c24(NME1+CCR4+ T),0.18 ,1.10E-06,6.02E-06,1422,24.98%,2,0.15 ,13,0.60 ,1.03E-05,,,,,TRUE,,TRUE,
IFT20,CD4.c24(NME1+CCR4+ T),0.18 ,5.26E-08,3.68E-07,1423,23.55%,2,0.15 ,13,0.41 ,1.20E-01,,,,,,,,
HTATIP2,CD4.c24(NME1+CCR4+ T),0.18 ,5.80E-11,6.77E-10,1424,36.22%,0,0.00 ,13,0.50 ,2.42E-02,,,,,TRUE,,,
IKZF2,CD4.c24(NME1+CCR4+ T),0.18 ,8.19E-04,2.41E-03,1425,26.84%,3,0.23 ,13,0.46 ,1.15E-07,TRUE,,,,,,,
SLC25A35,CD4.c24(NME1+CCR4+ T),0.18 ,8.83E-08,5.96E-07,1426,7.67%,2,0.15 ,13,0.42 ,5.16E-05,,,,,TRUE,,,
IFI27L1,CD4.c24(NME1+CCR4+ T),0.18 ,3.13E-08,2.30E-07,1427,12.58%,4,0.31 ,13,0.41 ,8.01E-03,,,,,,,,
HARS,CD4.c24(NME1+CCR4+ T),0.18 ,1.75E-09,1.60E-08,1428,29.93%,1,0.08 ,13,0.39 ,2.33E-02,,,,,,TRUE,,TRUE
CDR2,CD4.c24(NME1+CCR4+ T),0.18 ,1.79E-10,1.93E-09,1429,19.97%,0,0.00 ,13,0.35 ,3.26E-02,,,,,,,,
CHMP1A,CD4.c24(NME1+CCR4+ T),0.18 ,1.27E-08,9.96E-08,1430,28.07%,3,0.23 ,13,0.38 ,2.31E-04,,,,,,,,
HDHD2,CD4.c24(NME1+CCR4+ T),0.18 ,5.75E-08,3.99E-07,1431,17.16%,2,0.15 ,13,0.44 ,1.30E-06,,,,,,,,
AATF,CD4.c24(NME1+CCR4+ T),0.18 ,2.02E-15,4.80E-14,1432,34.99%,1,0.08 ,13,0.33 ,5.12E-02,,,,,,,,
STYXL1,CD4.c24(NME1+CCR4+ T),0.17 ,1.23E-05,5.43E-05,1433,16.68%,2,0.15 ,13,0.42 ,3.80E-05,,,,,,,,
SMCHD1,CD4.c24(NME1+CCR4+ T),0.17 ,1.45E-07,9.43E-07,1434,46.09%,2,0.15 ,13,0.40 ,1.35E-04,,,TRUE,,,,,
MRPL42,CD4.c24(NME1+CCR4+ T),0.17 ,7.09E-09,5.82E-08,1435,29.27%,0,0.00 ,13,0.38 ,1.43E-02,,,,,,,,
PARVB,CD4.c24(NME1+CCR4+ T),0.17 ,1.86E-08,1.41E-07,1436,17.73%,2,0.15 ,13,0.36 ,2.40E-02,,,,,TRUE,,,
TIPRL,CD4.c24(NME1+CCR4+ T),0.17 ,2.19E-15,5.19E-14,1437,34.60%,2,0.15 ,13,0.28 ,4.49E-03,,,,,,,,
DAPK3,CD4.c24(NME1+CCR4+ T),0.17 ,7.99E-06,3.66E-05,1438,15.25%,2,0.15 ,13,0.57 ,6.84E-03,,TRUE,,,TRUE,TRUE,,
HECTD3,CD4.c24(NME1+CCR4+ T),0.17 ,4.67E-08,3.30E-07,1439,12.54%,3,0.23 ,13,0.48 ,9.41E-04,,,,,,TRUE,,
GSPT1,CD4.c24(NME1+CCR4+ T),0.17 ,1.30E-07,8.53E-07,1440,42.04%,3,0.23 ,13,0.34 ,6.24E-05,,,,,,,,
ARHGAP9,CD4.c24(NME1+CCR4+ T),0.17 ,1.33E-06,7.12E-06,1441,45.09%,3,0.23 ,13,0.35 ,1.65E-03,,,,,,,,
C11orf54,CD4.c24(NME1+CCR4+ T),0.17 ,5.30E-10,5.26E-09,1442,14.59%,1,0.08 ,13,0.50 ,1.01E-02,,,,,,,,
VMP1,CD4.c24(NME1+CCR4+ T),0.17 ,3.99E-10,4.07E-09,1443,43.09%,1,0.08 ,13,0.37 ,6.71E-04,,,,,TRUE,,,
C22orf39,CD4.c24(NME1+CCR4+ T),0.17 ,6.07E-06,2.86E-05,1444,25.83%,1,0.08 ,13,0.48 ,1.60E-02,,,,,,,,
RAB27A,CD4.c24(NME1+CCR4+ T),0.17 ,1.49E-12,2.25E-11,1445,37.13%,1,0.08 ,13,0.42 ,3.85E-06,,,,,,,,
BABAM1,CD4.c24(NME1+CCR4+ T),0.17 ,1.86E-08,1.41E-07,1446,27.65%,2,0.15 ,13,0.38 ,2.74E-04,,,,,,,,
JOSD2,CD4.c24(NME1+CCR4+ T),0.17 ,7.82E-09,6.38E-08,1447,27.88%,2,0.15 ,13,0.34 ,2.40E-04,,,,,,TRUE,,
CELF2,CD4.c24(NME1+CCR4+ T),0.17 ,8.86E-07,4.94E-06,1448,46.76%,0,0.00 ,13,0.38 ,2.13E-01,,,,,,,,
BSG,CD4.c24(NME1+CCR4+ T),0.17 ,1.33E-08,1.05E-07,1449,49.52%,3,0.23 ,13,0.55 ,3.08E-03,,,,,TRUE,,,
CSDE1,CD4.c24(NME1+CCR4+ T),0.17 ,6.36E-09,5.29E-08,1450,49.09%,0,0.00 ,13,0.39 ,2.01E-02,,,,,,,,
BRCC3,CD4.c24(NME1+CCR4+ T),0.17 ,3.20E-06,1.59E-05,1451,16.40%,3,0.23 ,13,0.43 ,3.61E-03,,,,,,TRUE,,TRUE
PHF5A,CD4.c24(NME1+CCR4+ T),0.17 ,8.18E-08,5.55E-07,1452,34.41%,3,0.23 ,13,0.44 ,1.08E-07,TRUE,,,,,,,
GLIPR2,CD4.c24(NME1+CCR4+ T),0.17 ,6.32E-05,2.43E-04,1453,35.84%,3,0.23 ,13,0.46 ,4.48E-06,,,,,,,,
ZNF655,CD4.c24(NME1+CCR4+ T),0.17 ,6.63E-10,6.45E-09,1454,35.51%,1,0.08 ,13,0.37 ,3.91E-04,TRUE,,,,,,,
RAP1GDS1,CD4.c24(NME1+CCR4+ T),0.17 ,8.47E-07,4.74E-06,1455,32.22%,3,0.23 ,13,0.40 ,5.22E-06,,,,,,,,
RAB11FIP1,CD4.c24(NME1+CCR4+ T),0.17 ,1.09E-09,1.04E-08,1456,34.84%,2,0.15 ,13,0.36 ,8.24E-04,,,,,,,,
EIF1AY,CD4.c24(NME1+CCR4+ T),0.17 ,2.08E-10,2.22E-09,1457,16.78%,0,0.00 ,13,0.27 ,6.14E-02,,,,,,,,
SMAP1,CD4.c24(NME1+CCR4+ T),0.17 ,1.21E-13,2.19E-12,1458,41.04%,3,0.23 ,13,0.37 ,1.46E-02,,,,,,,,
ATP6V0E1,CD4.c24(NME1+CCR4+ T),0.17 ,6.79E-15,1.50E-13,1459,47.19%,2,0.15 ,13,0.36 ,2.68E-02,,,,,TRUE,,,
EML4,CD4.c24(NME1+CCR4+ T),0.17 ,6.72E-05,2.56E-04,1460,46.43%,4,0.31 ,13,0.37 ,8.14E-03,,,,,,,,
MRPL20,CD4.c24(NME1+CCR4+ T),0.17 ,5.35E-07,3.11E-06,1461,47.57%,2,0.15 ,13,0.34 ,1.27E-01,,,,,,,,
PPHLN1,CD4.c24(NME1+CCR4+ T),0.17 ,4.49E-12,6.24E-11,1462,40.61%,1,0.08 ,13,0.33 ,2.29E-03,,,TRUE,,,,,
ZNF292,CD4.c24(NME1+CCR4+ T),0.17 ,3.42E-09,2.98E-08,1463,40.99%,2,0.15 ,13,0.40 ,8.26E-03,TRUE,,,,,,,
NNT,CD4.c24(NME1+CCR4+ T),0.17 ,4.43E-15,1.01E-13,1464,19.35%,1,0.08 ,13,0.41 ,6.80E-05,,,,,TRUE,TRUE,TRUE,
GID8,CD4.c24(NME1+CCR4+ T),0.17 ,4.67E-09,3.97E-08,1465,33.51%,3,0.23 ,13,0.36 ,2.19E-05,,,,,,,,
GIMAP2,CD4.c24(NME1+CCR4+ T),0.17 ,1.24E-07,8.18E-07,1466,31.84%,1,0.08 ,13,0.40 ,8.08E-02,,,,,TRUE,,,
PSMC6,CD4.c24(NME1+CCR4+ T),0.17 ,2.06E-06,1.07E-05,1467,37.75%,1,0.08 ,13,0.45 ,2.04E-01,,,,,,,,
UNC13D,CD4.c24(NME1+CCR4+ T),0.17 ,3.00E-07,1.84E-06,1468,26.60%,2,0.15 ,13,0.37 ,4.08E-01,,,,,,,,
ATG3,CD4.c24(NME1+CCR4+ T),0.17 ,4.66E-15,1.06E-13,1469,37.32%,1,0.08 ,13,0.35 ,1.70E-01,,,,,,,,
TIMMDC1,CD4.c24(NME1+CCR4+ T),0.17 ,1.49E-09,1.38E-08,1470,25.93%,2,0.15 ,13,0.36 ,2.81E-02,,,,,TRUE,,,
SNX18,CD4.c24(NME1+CCR4+ T),0.17 ,9.11E-07,5.06E-06,1471,10.30%,3,0.23 ,13,0.43 ,3.25E-03,,,,,,,,
BST2,CD4.c24(NME1+CCR4+ T),0.17 ,2.97E-09,2.62E-08,1472,46.43%,1,0.08 ,13,0.39 ,3.57E-05,,,,,TRUE,,,
CD2BP2,CD4.c24(NME1+CCR4+ T),0.17 ,4.82E-09,4.09E-08,1473,33.75%,3,0.23 ,13,0.44 ,4.21E-02,,,,,,,,
IMPDH1,CD4.c24(NME1+CCR4+ T),0.17 ,9.24E-14,1.70E-12,1474,20.88%,2,0.15 ,13,0.32 ,3.08E-03,,,,,,TRUE,TRUE,
TXNDC9,CD4.c24(NME1+CCR4+ T),0.17 ,9.42E-06,4.25E-05,1475,28.31%,2,0.15 ,13,0.55 ,2.04E-06,,,,,,,,
DUT,CD4.c24(NME1+CCR4+ T),0.17 ,5.29E-08,3.70E-07,1476,44.18%,3,0.23 ,13,0.42 ,1.47E-08,,,,,,TRUE,,
METAP2,CD4.c24(NME1+CCR4+ T),0.17 ,1.29E-10,1.42E-09,1477,37.13%,3,0.23 ,13,0.36 ,1.65E-04,,,,,,TRUE,TRUE,
ME2,CD4.c24(NME1+CCR4+ T),0.17 ,2.61E-12,3.76E-11,1478,22.88%,0,0.00 ,13,0.36 ,1.71E-02,,,,,,TRUE,,
TESPA1,CD4.c24(NME1+CCR4+ T),0.17 ,2.25E-07,1.42E-06,1479,33.08%,2,0.15 ,13,0.37 ,4.46E-03,,,,,,,,
PHF11,CD4.c24(NME1+CCR4+ T),0.17 ,4.51E-13,7.37E-12,1480,40.23%,0,0.00 ,13,0.31 ,7.22E-02,,,,,,,,
MRPL22,CD4.c24(NME1+CCR4+ T),0.17 ,1.47E-04,5.17E-04,1481,31.46%,2,0.15 ,13,0.44 ,2.40E-01,,,,,,,,
TRAFD1,CD4.c24(NME1+CCR4+ T),0.17 ,1.59E-08,1.22E-07,1482,22.69%,0,0.00 ,13,0.38 ,1.78E-01,,,,,,,,
EHD1,CD4.c24(NME1+CCR4+ T),0.17 ,8.10E-08,5.50E-07,1483,34.60%,2,0.15 ,13,0.45 ,1.05E-05,,,,,,,,
POLDIP2,CD4.c24(NME1+CCR4+ T),0.17 ,4.19E-05,1.67E-04,1484,26.31%,1,0.08 ,13,0.35 ,3.03E-02,,,,,,,,
MVD,CD4.c24(NME1+CCR4+ T),0.17 ,3.31E-05,1.35E-04,1485,18.45%,1,0.08 ,13,0.46 ,3.21E-07,,,,,TRUE,TRUE,,TRUE
G3BP1,CD4.c24(NME1+CCR4+ T),0.17 ,2.83E-06,1.43E-05,1486,43.57%,2,0.15 ,13,0.35 ,1.21E-01,,,,,,TRUE,,
CEP55,CD4.c24(NME1+CCR4+ T),0.17 ,4.50E-04,1.40E-03,1487,9.58%,6,0.46 ,13,0.58 ,4.48E-03,,,,,,,,
TBL1XR1,CD4.c24(NME1+CCR4+ T),0.17 ,5.65E-10,5.57E-09,1488,30.98%,1,0.08 ,13,0.34 ,1.31E-02,,,,,,,,
ATF7IP2,CD4.c24(NME1+CCR4+ T),0.17 ,1.28E-07,8.38E-07,1489,24.88%,1,0.08 ,13,0.39 ,9.79E-04,,,,,,,,
RAD21,CD4.c24(NME1+CCR4+ T),0.17 ,9.04E-15,1.94E-13,1490,47.52%,1,0.08 ,13,0.35 ,3.40E-02,,,,,,,,
PABPN1,CD4.c24(NME1+CCR4+ T),0.17 ,5.42E-12,7.45E-11,1491,31.84%,1,0.08 ,13,0.31 ,8.57E-04,,,,,,,,
AP2A1,CD4.c24(NME1+CCR4+ T),0.17 ,3.94E-08,2.84E-07,1492,23.50%,3,0.23 ,13,0.31 ,5.55E-01,,,,,,,,
TPX2,CD4.c24(NME1+CCR4+ T),0.17 ,2.93E-03,7.53E-03,1493,10.15%,3,0.23 ,13,0.73 ,5.00E-05,,,,,,,,
NUSAP1,CD4.c24(NME1+CCR4+ T),0.17 ,2.58E-04,8.56E-04,1494,16.68%,2,0.15 ,13,0.55 ,2.55E-14,,,,,,,,
PTPN22,CD4.c24(NME1+CCR4+ T),0.17 ,6.58E-07,3.77E-06,1495,38.89%,3,0.23 ,13,0.36 ,4.36E-03,,,,,,TRUE,,TRUE
SYF2,CD4.c24(NME1+CCR4+ T),0.17 ,9.93E-15,2.12E-13,1496,46.85%,2,0.15 ,13,0.30 ,8.15E-03,,,,,,,,
RAB10,CD4.c24(NME1+CCR4+ T),0.17 ,4.05E-11,4.84E-10,1497,41.09%,2,0.15 ,13,0.37 ,1.35E-01,,,,,,,,
SF3B1,CD4.c24(NME1+CCR4+ T),0.17 ,2.65E-13,4.46E-12,1498,46.76%,0,0.00 ,13,0.37 ,1.37E-01,,,TRUE,,TRUE,,,
ZMAT5,CD4.c24(NME1+CCR4+ T),0.17 ,6.62E-11,7.68E-10,1499,19.69%,1,0.08 ,13,0.36 ,8.51E-05,,,,,,,,
CENPE,CD4.c24(NME1+CCR4+ T),0.17 ,2.61E-05,1.08E-04,1500,8.82%,1,0.08 ,13,0.45 ,1.18E-09,,,,,,,,
CFLAR,CD4.c24(NME1+CCR4+ T),0.17 ,6.20E-09,5.17E-08,1501,47.00%,2,0.15 ,13,0.50 ,4.74E-04,,,,,,TRUE,,
GPA33,CD4.c24(NME1+CCR4+ T),0.17 ,2.58E-04,8.58E-04,1502,4.62%,3,0.23 ,13,0.54 ,1.53E-10,,,,,TRUE,,,
VTI1B,CD4.c24(NME1+CCR4+ T),0.17 ,2.01E-06,1.04E-05,1503,34.99%,3,0.23 ,13,0.38 ,6.45E-05,,,,,TRUE,,,
ELOF1,CD4.c24(NME1+CCR4+ T),0.17 ,2.14E-13,3.68E-12,1504,31.03%,1,0.08 ,13,0.44 ,3.39E-03,,,TRUE,,,,,
HNRNPL,CD4.c24(NME1+CCR4+ T),0.17 ,7.62E-12,1.03E-10,1505,44.90%,0,0.00 ,13,0.34 ,4.23E-02,,,,,,,,
CDC20,CD4.c24(NME1+CCR4+ T),0.17 ,3.84E-04,1.22E-03,1506,6.20%,3,0.23 ,13,0.59 ,2.54E-16,,,,,,,,
CKAP2,CD4.c24(NME1+CCR4+ T),0.17 ,7.02E-09,5.77E-08,1507,25.21%,1,0.08 ,13,0.31 ,1.70E-03,,,,,,,,
MCUR1,CD4.c24(NME1+CCR4+ T),0.17 ,1.29E-08,1.01E-07,1508,21.40%,3,0.23 ,13,0.37 ,1.48E-05,,,,,TRUE,,,
SERPINB1,CD4.c24(NME1+CCR4+ T),0.17 ,1.35E-10,1.48E-09,1509,45.28%,2,0.15 ,13,0.35 ,1.73E-04,,,,,,,,
EIF4E3,CD4.c24(NME1+CCR4+ T),0.17 ,3.20E-07,1.95E-06,1510,16.16%,1,0.08 ,13,0.37 ,1.93E-02,,,,,,,,
TYW3,CD4.c24(NME1+CCR4+ T),0.17 ,5.03E-07,2.94E-06,1511,20.83%,2,0.15 ,13,0.42 ,1.11E-01,,,,,,TRUE,,
FAM50B,CD4.c24(NME1+CCR4+ T),0.17 ,4.94E-06,2.37E-05,1512,13.58%,1,0.08 ,13,0.42 ,9.47E-02,,,,,,,,
UGP2,CD4.c24(NME1+CCR4+ T),0.17 ,2.98E-07,1.83E-06,1513,43.90%,3,0.23 ,13,0.32 ,2.99E-01,,,,,,TRUE,,
TOP2B,CD4.c24(NME1+CCR4+ T),0.17 ,5.79E-12,7.93E-11,1514,22.16%,3,0.23 ,13,0.31 ,7.34E-02,,,,,,TRUE,TRUE,
HDLBP,CD4.c24(NME1+CCR4+ T),0.17 ,3.56E-07,2.15E-06,1515,30.84%,2,0.15 ,13,0.35 ,3.33E-02,,,,,,,,
MAN1A2,CD4.c24(NME1+CCR4+ T),0.17 ,7.43E-12,1.01E-10,1516,32.08%,2,0.15 ,13,0.31 ,6.22E-03,,,,,TRUE,TRUE,,
GYG1,CD4.c24(NME1+CCR4+ T),0.17 ,2.90E-05,1.19E-04,1517,31.60%,4,0.31 ,13,0.39 ,3.20E-09,,,,,,TRUE,,TRUE
CCR6,CD4.c24(NME1+CCR4+ T),0.17 ,5.14E-04,1.59E-03,1518,35.18%,3,0.23 ,13,0.45 ,1.45E-01,,,,,TRUE,,,
IL27RA,CD4.c24(NME1+CCR4+ T),0.17 ,1.51E-14,3.14E-13,1519,39.04%,0,0.00 ,13,0.33 ,5.19E-02,,,,,TRUE,,,
SOD2,CD4.c24(NME1+CCR4+ T),0.17 ,2.80E-06,1.41E-05,1520,36.65%,2,0.15 ,13,0.41 ,7.69E-05,,,,,,TRUE,,TRUE
C11orf58,CD4.c24(NME1+CCR4+ T),0.17 ,1.19E-07,7.85E-07,1521,43.57%,1,0.08 ,13,0.36 ,3.57E-02,,,,,,,,
COPS2,CD4.c24(NME1+CCR4+ T),0.17 ,8.48E-09,6.89E-08,1522,33.84%,2,0.15 ,13,0.31 ,4.84E-04,,,,,,,,
DFFA,CD4.c24(NME1+CCR4+ T),0.17 ,6.26E-09,5.21E-08,1523,16.11%,2,0.15 ,13,0.43 ,3.33E-04,,,,,,,,
MAP4K2,CD4.c24(NME1+CCR4+ T),0.17 ,1.77E-06,9.27E-06,1524,24.31%,1,0.08 ,13,0.39 ,1.67E-01,,TRUE,,,,TRUE,,
COMTD1,CD4.c24(NME1+CCR4+ T),0.17 ,1.42E-07,9.19E-07,1525,21.35%,1,0.08 ,13,0.48 ,1.54E-06,,,,,,,,
ZNRD1,CD4.c24(NME1+CCR4+ T),0.17 ,9.71E-07,5.36E-06,1526,42.09%,4,0.31 ,13,0.33 ,6.53E-04,,,TRUE,,,,,
CDKN3,CD4.c24(NME1+CCR4+ T),0.17 ,6.00E-04,1.82E-03,1527,10.30%,3,0.23 ,13,0.60 ,3.20E-17,,,,,,TRUE,,TRUE
CYFIP2,CD4.c24(NME1+CCR4+ T),0.17 ,1.72E-09,1.58E-08,1528,44.52%,2,0.15 ,13,0.34 ,4.74E-04,,,,,,,,
TMEM120A,CD4.c24(NME1+CCR4+ T),0.17 ,1.24E-08,9.77E-08,1529,24.50%,0,0.00 ,13,0.49 ,3.15E-02,,,,,TRUE,,,
RWDD1,CD4.c24(NME1+CCR4+ T),0.17 ,9.72E-08,6.51E-07,1530,46.28%,2,0.15 ,13,0.47 ,4.29E-02,,,,,,,,
ST8SIA4,CD4.c24(NME1+CCR4+ T),0.17 ,5.90E-08,4.09E-07,1531,28.41%,1,0.08 ,13,0.32 ,2.81E-01,,,,,,,,
GCH1,CD4.c24(NME1+CCR4+ T),0.17 ,1.20E-06,6.49E-06,1532,23.26%,3,0.23 ,13,0.48 ,8.99E-04,,,,,,TRUE,,TRUE
ZC3H15,CD4.c24(NME1+CCR4+ T),0.17 ,6.11E-10,6.00E-09,1533,46.09%,3,0.23 ,13,0.31 ,5.06E-03,,,,,,,,
ARL6IP1,CD4.c24(NME1+CCR4+ T),0.17 ,1.06E-06,5.79E-06,1534,43.66%,2,0.15 ,13,0.37 ,1.74E-01,,,,,TRUE,,,
HNRNPU,CD4.c24(NME1+CCR4+ T),0.17 ,1.36E-13,2.45E-12,1535,49.09%,2,0.15 ,13,0.28 ,5.07E-03,,,TRUE,,,,,
LINC00467,CD4.c24(NME1+CCR4+ T),0.17 ,1.56E-07,1.01E-06,1536,7.44%,1,0.08 ,13,0.33 ,2.40E-05,,,,,,,,
TLDC1,CD4.c24(NME1+CCR4+ T),0.17 ,9.99E-07,5.49E-06,1537,6.43%,2,0.15 ,13,0.40 ,5.17E-03,,,,,,,,
IQGAP1,CD4.c24(NME1+CCR4+ T),0.17 ,1.77E-09,1.62E-08,1538,47.76%,3,0.23 ,13,0.44 ,2.60E-03,,,,,,,,
TPST2,CD4.c24(NME1+CCR4+ T),0.17 ,4.98E-04,1.54E-03,1539,26.55%,3,0.23 ,13,0.61 ,5.43E-06,,,,,,TRUE,,
BAZ2A,CD4.c24(NME1+CCR4+ T),0.17 ,1.33E-07,8.65E-07,1540,32.55%,0,0.00 ,13,0.41 ,6.66E-02,,,TRUE,,,,,
FHL2,CD4.c24(NME1+CCR4+ T),0.17 ,6.54E-05,2.51E-04,1541,2.05%,2,0.15 ,13,0.46 ,1.72E-01,,,,,,,,
BCKDHA,CD4.c24(NME1+CCR4+ T),0.17 ,4.59E-07,2.71E-06,1542,21.35%,2,0.15 ,13,0.38 ,9.91E-03,,,,,,TRUE,,TRUE
GPKOW,CD4.c24(NME1+CCR4+ T),0.17 ,1.84E-06,9.65E-06,1543,15.59%,2,0.15 ,13,0.41 ,4.70E-06,,,,,,,,
CHTOP,CD4.c24(NME1+CCR4+ T),0.17 ,6.70E-06,3.11E-05,1544,31.08%,2,0.15 ,13,0.40 ,4.87E-02,,,,,,,,
MRPS35,CD4.c24(NME1+CCR4+ T),0.17 ,2.41E-14,4.93E-13,1545,27.55%,0,0.00 ,13,0.31 ,4.25E-01,,,,,,,,
ANXA4,CD4.c24(NME1+CCR4+ T),0.17 ,1.08E-07,7.18E-07,1546,18.64%,2,0.15 ,13,0.29 ,1.11E-03,,,,,,,,
LSM14A,CD4.c24(NME1+CCR4+ T),0.17 ,8.51E-08,5.76E-07,1547,46.33%,2,0.15 ,13,0.36 ,1.26E-04,,,,,,,,
MRPS16,CD4.c24(NME1+CCR4+ T),0.17 ,1.94E-10,2.08E-09,1548,34.08%,1,0.08 ,13,0.33 ,1.57E-05,,,,,,,,
RAB8A,CD4.c24(NME1+CCR4+ T),0.17 ,1.18E-06,6.42E-06,1549,41.04%,3,0.23 ,13,0.33 ,6.08E-04,,,,,,,,
USP3,CD4.c24(NME1+CCR4+ T),0.17 ,2.47E-08,1.84E-07,1550,36.27%,1,0.08 ,13,0.50 ,1.59E-04,,,,,,TRUE,,
